icao,departure_from,departure_time,arrival_time,terminal,gate,baggage_belt,flight_number,airline,aircraft
EDDB,Geneva,2024-11-03 15:10Z,2024-11-03 16:50Z,1,A36,A1,EC 5184,EasyJet Europe,Airbus A320
EDDB,Geneva,2024-11-03 15:10Z,2024-11-03 16:50Z,1,A36,A1,U2 5184,easyJet,Airbus A320
EDDB,Hurghada,2024-11-03 12:00Z,2024-11-03 16:55Z,1,N01,B1,DE 433,Condor,Airbus A321
EDDB,Munich,2024-11-03 16:00Z,2024-11-03 17:10Z,1,B06,B3,LH 1948,Lufthansa,Airbus A321
EDDB,Catania,2024-11-03 13:20Z,2024-11-03 16:10Z,1,A30,A1,U2 5078,easyJet,Airbus A320
EDDB,Catania,2024-11-03 13:20Z,2024-11-03 16:10Z,1,A30,A1,EC 5078,EasyJet Europe,Airbus A320
EDDB,Birmingham,2024-11-03 15:35Z,2024-11-03 17:35Z,2,Z40,C1,FR 2962,Ryanair,Boeing 737 MAX 8
EDDB,Thessaloniki,2024-11-03 14:10Z,2024-11-03 16:45Z,2,Z36,C3,FR 1147,Ryanair,Boeing 737-800
EDDB,Ankara,2024-11-03 14:10Z,2024-11-03 17:30Z,1,X17,A2,XQ 1764,Sun Express,Boeing 737-800
EDDB,Antalya,2024-11-03 13:35Z,2024-11-03 17:10Z,1,X19,B2,TK 3102,Turkish,Boeing 737-900
EDDB,Dublin,2024-11-03 15:30Z,2024-11-03 17:40Z,2,Z44,C1,FR 5418,Ryanair,Boeing 737-800
EDDB,Antalya,2024-11-03 14:00Z,2024-11-03 17:35Z,1,N01,B3,TI 7951,Tailwind,Boeing 737
EDDB,Riga,2024-11-03 16:10Z,2024-11-03 17:55Z,1,A33,A2,JU 7660,JU,Airbus A220-300
EDDB,Riga,2024-11-03 16:10Z,2024-11-03 17:55Z,1,A33,A2,BT 213,airBaltic,Airbus A220-300
EDDB,Tenerife Island,2024-11-03 12:05Z,2024-11-03 17:15Z,1,A31,A4,EW 8291,Eurowings,Airbus A320
EDDB,Gran Canaria Island,2024-11-03 12:35Z,2024-11-03 17:35Z,1,A32,A3,EW 8187,Eurowings,Airbus A320 NEO
EDDB,Dublin,2024-11-03 15:35Z,2024-11-03 17:50Z,1,X02,A2,EI 336,Aer Lingus,Airbus A320
EDDB,Vienna,2024-11-03 16:40Z,2024-11-03 17:55Z,1,A03,A4,OS 235,Austrian,Airbus A320
EDDB,Zurich,2024-11-03 16:25Z,2024-11-03 17:50Z,1,B02,B3,LX 982,SWISS,Embraer 190
EDDB,Hurghada,2024-11-03 13:35Z,2024-11-03 17:40Z,1,N01,B1,SR 6473,SundAir,Airbus A320
EDDB,Tenerife Island,2024-11-03 12:30Z,2024-11-03 17:50Z,1,A34,A1,U2 5114,easyJet,Airbus A320
EDDB,Tenerife Island,2024-11-03 12:30Z,2024-11-03 17:50Z,1,A34,A1,EC 5114,EasyJet Europe,Airbus A320
EDDB,Istanbul,2024-11-03 13:35Z,2024-11-03 16:35Z,1,N01,B2,TK 1723,Turkish,Boeing 777
EDDB,Gran Canaria Island,2024-11-03 12:25Z,2024-11-03 17:30Z,1,S01,B1,U2 5112,easyJet,Airbus A320
EDDB,Gran Canaria Island,2024-11-03 12:25Z,2024-11-03 17:30Z,1,S01,B1,EC 5112,EasyJet Europe,Airbus A320
EDDB,Saarbrücken,2024-11-03 16:40Z,2024-11-03 18:15Z,2,Z34,C3,DX 125,Danish Air,ATR 42-300
EDDB,Graz,2024-11-03 17:10Z,2024-11-03 18:20Z,1,A38,A4,EW 8347,Eurowings,Airbus A320
EDDB,Doha,2024-11-03 12:40Z,2024-11-03 18:55Z,1,X07,A3,QR 83,Qatar,Boeing 787-8
EDDB,Tromsø,2024-11-03 15:20Z,2024-11-03 18:25Z,2,Z32,C2,DY 1124,Norwegian Air Shuttle,Boeing 737-800
EDDB,Geneva,2024-11-03 16:45Z,2024-11-03 18:30Z,1,B07,B4,LX 1090,SWISS,Airbus A220-100
EDDB,Cologne,2024-11-03 15:10Z,2024-11-03 16:20Z,1,A35,A4,EW 6,Eurowings,Airbus A320
EDDB,Cologne,2024-11-03 17:15Z,2024-11-03 18:25Z,1,A03,A4,EW 8,Eurowings,Airbus A319
EDDB,Madrid,2024-11-03 16:00Z,2024-11-03 18:55Z,1,A30,A2,I2 1805,Iberia Express,Airbus A321 NEO
EDDB,Belgrade,2024-11-03 16:50Z,2024-11-03 18:40Z,1,X02,A1,JU 356,Air Serbia,Airbus A320
EDDB,Frankfurt-am-Main,2024-11-03 17:45Z,2024-11-03 18:55Z,1,S01,B4,LH 198,Lufthansa,Airbus A321
EDDB,Barcelona,2024-11-03 15:20Z,2024-11-03 18:00Z,2,Z36,C3,VY 1884,Vueling,Airbus A320
EDDB,Belgrade,,2024-11-03 18:40Z,1,X06,A4,JA 356,JetSMART,Airbus A320
EDDB,Paris,2024-11-03 17:10Z,2024-11-03 18:55Z,1,A35,A1,U2 4875,easyJet,Airbus A320 (Sharklets)
EDDB,Paris,2024-11-03 17:10Z,2024-11-03 18:55Z,1,A35,A1,EC 4875,EasyJet Europe,Airbus A320 (Sharklets)
EDDB,Zurich,2024-11-03 17:25Z,2024-11-03 18:50Z,1,B17,B3,LX 978,SWISS,Embraer 195
EDDB,London,2024-11-03 17:20Z,2024-11-03 19:00Z,1,N01,B2,BA 8493,British,Embraer 190
EDDB,Glasgow,2024-11-03 17:00Z,2024-11-03 19:05Z,1,Y02,B1,U2 3161,easyJet,Airbus A319
EDDB,Tel Aviv Yafo,2024-11-03 14:43Z,2024-11-03 18:25Z,1,N01,B1,BZ 272,Blue Bird,Boeing 737-800
EDDB,Salzburg,2024-11-03 18:00Z,2024-11-03 19:05Z,1,A32,A4,EW 4342,Eurowings,Airbus A320
EDDB,Düsseldorf,,2024-11-03 19:05Z,1,B06,B3,EW 9048,Eurowings,Airbus A319
EDDB,Riga,2024-11-03 17:05Z,2024-11-03 18:55Z,2,Z36,C1,FR 2600,Ryanair,Boeing 737-800
EDDB,Barcelona,2024-11-03 15:50Z,2024-11-03 18:35Z,1,A31,A1,EC 7173,EasyJet Europe,Airbus A319
EDDB,Barcelona,2024-11-03 15:50Z,2024-11-03 18:35Z,1,A31,A1,U2 7173,easyJet,Airbus A319
EDDB,Madrid,2024-11-03 16:00Z,2024-11-03 18:55Z,1,A32,A3,IB 1805,Iberia,Airbus A321-100
EDDB,Munich,2024-11-03 18:00Z,2024-11-03 19:10Z,1,B10,B3,VL 1954,Air Via,Airbus A319
EDDB,Helsinki,2024-11-03 15:35Z,2024-11-03 17:35Z,1,A36,A1,AY 1435,Finnair,Airbus A321
EDDB,London,2024-11-03 17:45Z,2024-11-03 19:25Z,2,Z43,C1,FR 147,Ryanair,Boeing 737-800
EDDB,Vienna,2024-11-03 18:05Z,2024-11-03 19:20Z,1,B20,B4,OS 237,Austrian,Airbus A320
EDDB,Copenhagen,,2024-11-03 19:30Z,1,S01,B1,EC 5264,EasyJet Europe,Airbus A320
EDDB,Copenhagen,,2024-11-03 19:30Z,1,S01,B1,U2 5264,easyJet,Airbus A320
EDDB,Lisbon,2024-11-03 15:40Z,2024-11-03 19:05Z,2,Z33,C1,FR 1143,Ryanair,Boeing 737-800
EDDB,Palma De Mallorca,2024-11-03 16:20Z,2024-11-03 19:05Z,1,S01,B4,EW 6892,Eurowings,Airbus A319
EDDB,Reykjavik,2024-11-03 16:05Z,2024-11-03 19:35Z,1,A33,A4,FI 516,Icelandair,Boeing 737 MAX 8
EDDB,Bâle/Mulhouse,2024-11-03 18:00Z,2024-11-03 19:30Z,1,A37,A1,U2 1187,easyJet,Airbus A320-200 (sharklets)
EDDB,Bâle/Mulhouse,2024-11-03 18:00Z,2024-11-03 19:30Z,1,A37,A1,DS 1187,Easyjet Switzerland,Airbus A320-200 (sharklets)
EDDB,Oslo,2024-11-03 17:00Z,2024-11-03 18:35Z,2,Z30,C3,DY 1108,Norwegian Air Shuttle,Airbus A320
EDDB,Antalya,2024-11-03 15:40Z,2024-11-03 19:10Z,1,X17,A1,FH 1285,Freebird,Airbus A320
EDDB,Paris,2024-11-03 17:25Z,2024-11-03 19:15Z,2,Z32,C2,TO 3408,Transavia France,Airbus A320 NEO
EDDB,Luxembourg,2024-11-03 17:50Z,2024-11-03 19:20Z,1,S01,B4,LG 9473,Luxair,De Havilland Canada DHC-8-400 Dash 8Q
EDDB,Copenhagen,2024-11-03 18:40Z,2024-11-03 19:35Z,1,A34,A4,SK 1677,SAS,Embraer 195
EDDB,Tel Aviv Yafo,2024-11-03 14:45Z,2024-11-03 19:15Z,1,X19,A3,LY 2373,El Al,Boeing 737
EDDB,İzmir,2024-11-03 15:50Z,2024-11-03 19:05Z,1,X02,A2,XQ 866,Sun Express,Boeing 737-800
EDDB,Gran Canaria Island,2024-11-03 14:05Z,2024-11-03 19:05Z,1,S01,B2,SR 3691,SundAir,Airbus A320-200
EDDB,Luqa,2024-11-03 17:00Z,2024-11-03 19:55Z,1,A35,A3,KM 376,KM Malta,Airbus A320 NEO
EDDB,Manchester,2024-11-03 18:00Z,2024-11-03 19:55Z,2,Z42,C1,FR 1155,Ryanair,Boeing 737-800
EDDB,Belgrade,2024-11-03 17:50Z,2024-11-03 19:50Z,1,N01,B3,W6 4009,Wizz Air,Airbus A320
EDDB,Barcelona,2024-11-03 16:30Z,2024-11-03 19:10Z,2,Z34,C2,VY 1886,Vueling,Airbus A320
EDDB,Paris,2024-11-03 18:00Z,2024-11-03 19:45Z,1,A37,A2,U2 4633,easyJet,Airbus A320
EDDB,Paris,2024-11-03 18:00Z,2024-11-03 19:45Z,1,A37,A2,EC 4633,EasyJet Europe,Airbus A320
EDDB,Palermo,2024-11-03 16:55Z,2024-11-03 19:30Z,2,Z29,C3,FR 3361,Ryanair,Boeing 737-800
EDDB,London,2024-11-03 18:05Z,2024-11-03 19:55Z,1,Y07,B2,U2 2601,easyJet,Airbus A320
EDDB,Amsterdam,2024-11-03 18:35Z,2024-11-03 19:50Z,1,A30,A3,KL 1783,KLM,Boeing 737
EDDB,Skopje,2024-11-03 17:30Z,2024-11-03 19:55Z,2,Z40,C3,W6 4739,Wizz Air,Airbus A321
EDDB,Manchester,2024-11-03 18:10Z,2024-11-03 20:05Z,1,X10,A1,U2 2201,easyJet,Airbus A321
EDDB,Frankfurt-am-Main,2024-11-03 18:45Z,2024-11-03 19:55Z,1,B17,B4,LH 200,Lufthansa,Airbus A321
EDDB,Warsaw,2024-11-03 18:35Z,2024-11-03 19:55Z,1,A22,A4,LO 391,LOT - Polish,Embraer 195
EDDB,Palma De Mallorca,2024-11-03 17:25Z,2024-11-03 20:15Z,1,S01,B3,U2 7337,easyJet,Airbus A320
EDDB,Palma De Mallorca,2024-11-03 17:25Z,2024-11-03 20:15Z,1,S01,B3,EC 7337,EasyJet Europe,Airbus A320
EDDB,Palma De Mallorca,2024-11-03 17:20Z,2024-11-03 20:10Z,1,A31,A2,QS 4449,SmartWings,Boeing 737-800
EDDB,London,2024-11-03 18:00Z,2024-11-03 19:50Z,1,X02,A1,U2 8625,easyJet,Airbus A320
EDDB,London,2024-11-03 18:40Z,2024-11-03 20:20Z,1,N01,B4,BA 8495,British,Embraer 190
EDDB,Milan,2024-11-03 18:20Z,2024-11-03 20:00Z,1,S01,B3,U2 5064,easyJet,Airbus A320
EDDB,Milan,2024-11-03 18:20Z,2024-11-03 20:00Z,1,S01,B3,EC 5064,EasyJet Europe,Airbus A320
EDDB,Stuttgart,2024-11-03 19:05Z,2024-11-03 20:20Z,1,A34,A4,EW 2006,Eurowings,Airbus A320
EDDB,London,2024-11-03 18:45Z,2024-11-03 20:25Z,2,Z44,C1,FR 2803,Ryanair,Boeing 737-800
EDDB,Venice,2024-11-03 18:35Z,2024-11-03 20:15Z,1,A32,A1,EC 4075,EasyJet Europe,Airbus A320
EDDB,Venice,2024-11-03 18:35Z,2024-11-03 20:15Z,1,A32,A1,U2 4075,easyJet,Airbus A320
EDDB,Antalya,2024-11-03 16:55Z,2024-11-03 20:35Z,1,N01,B3,XQ 668,Sun Express,Boeing 737
EDDB,Hurghada,,2024-11-03 18:25Z,1,X07,A2,NA 7122,Nesma,Airbus A320
EDDB,Heraklion,,2024-11-03 20:25Z,1,S01,B2,SR 4407,SundAir,Airbus A319
EDDB,London,2024-11-03 19:05Z,2024-11-03 21:00Z,1,N01,B4,BA 988,British,Airbus A321 NEO
EDDB,Zurich,2024-11-03 19:10Z,2024-11-03 20:50Z,1,A22,A4,LX 4408,SWISS,Airbus A320
EDDB,Zurich,2024-11-03 19:10Z,2024-11-03 20:50Z,1,A22,A4,EW 8763,Eurowings,Airbus A320
EDDB,Málaga,2024-11-03 17:25Z,2024-11-03 20:55Z,1,B03,B1,EW 8537,Eurowings,Airbus A320 NEO
EDDB,Trieste,2024-11-03 19:15Z,2024-11-03 20:50Z,2,Z32,C1,FR 6781,Ryanair,Boeing 737-800
EDDB,Antalya,2024-11-03 17:10Z,2024-11-03 20:50Z,1,N01,B3,XQ 662,Sun Express,Airbus A320
EDDB,Antalya,2024-11-03 16:50Z,2024-11-03 20:30Z,1,Y06,B2,XQ 676,Sun Express,Boeing 737-800
EDDB,Amsterdam,2024-11-03 19:40Z,2024-11-03 20:55Z,1,A17,A3,KL 1785,KLM,Boeing 737-700 (winglets)
EDDB,Goteborg,2024-11-03 19:55Z,2024-11-03 21:10Z,1,S01,B4,EW 8221,Eurowings,Airbus A320
EDDB,Edinburgh,2024-11-03 19:05Z,2024-11-03 21:05Z,2,Z38,C1,FR 7784,Ryanair,Boeing 737-800
EDDB,Valencia,2024-11-03 18:15Z,2024-11-03 21:10Z,2,Z33,C1,FR 139,Ryanair,Boeing 737-800
EDDB,Heraklion,2024-11-03 16:25Z,2024-11-03 21:00Z,1,S01,B1,SR 4591,SundAir,Airbus A320
EDDB,Lisbon,2024-11-03 17:45Z,2024-11-03 21:25Z,1,A30,A3,TP 534,TAP Air Portugal,Airbus A320 NEO
EDDB,Istanbul,2024-11-03 17:40Z,2024-11-03 20:40Z,1,X02,A1,TK 1727,Turkish,Airbus A321 (Sharklets)
EDDB,Stuttgart,2024-11-03 20:10Z,2024-11-03 21:25Z,1,S01,B1,EW 8007,Eurowings,Airbus A320 NEO
EDDB,Vienna,2024-11-03 20:00Z,2024-11-03 21:15Z,1,A33,A1,OS 239,Austrian,Airbus A320
EDDB,Frankfurt-am-Main,2024-11-03 20:15Z,2024-11-03 21:25Z,1,S01,B3,LH 202,Lufthansa,Airbus A321
EDDB,Brussels,2024-11-03 19:55Z,2024-11-03 21:20Z,1,A03,A4,SN 2591,Brussels,Airbus A320
EDDB,Zurich,2024-11-03 19:55Z,2024-11-03 21:20Z,1,B20,B3,LX 962,SWISS,Airbus A320
EDDB,Palma De Mallorca,2024-11-03 19:00Z,2024-11-03 21:45Z,1,S01,B1,EC 5122,EasyJet Europe,Airbus A320
EDDB,Palma De Mallorca,2024-11-03 19:00Z,2024-11-03 21:45Z,1,S01,B1,U2 5122,easyJet,Airbus A320
EDDB,Gran Canaria Island,2024-11-03 16:50Z,2024-11-03 21:50Z,2,Z34,C1,FR 2501,Ryanair,Boeing 737 MAX 8
EDDB,Nice,2024-11-03 19:45Z,2024-11-03 21:45Z,1,A06,A1,EW 8427,Eurowings,Airbus A320
EDDB,Tenerife Island,2024-11-03 16:45Z,2024-11-03 21:50Z,2,Z36,C1,FR 2419,Ryanair,Boeing 737-800
EDDB,Geneva,2024-11-03 20:00Z,2024-11-03 21:45Z,1,A36,A4,EC 5186,EasyJet Europe,Airbus A320
EDDB,Geneva,2024-11-03 20:00Z,2024-11-03 21:45Z,1,A36,A4,U2 5186,easyJet,Airbus A320
EDDB,Paris,,2024-11-03 21:20Z,,,,TO 4070,Transavia France,Airbus A320 NEO
EDDB,Paris,2024-11-03 20:10Z,2024-11-03 21:55Z,1,B10,B2,AF 1134,Air France,Airbus A220-300
EDDB,Munich,2024-11-03 20:30Z,2024-11-03 21:40Z,1,B07,B1,LH 1958,Lufthansa,Airbus A320 (Sharklets)
EDDB,London,2024-11-03 20:00Z,2024-11-03 21:50Z,1,N01,B1,U2 8631,easyJet,Airbus A320
EDDB,London,2024-11-03 20:00Z,2024-11-03 21:50Z,1,N01,B1,EC 8631,EasyJet Europe,Airbus A320
EDDB,Zurich,2024-11-03 20:20Z,2024-11-03 21:55Z,1,S01,B1,EC 5188,EasyJet Europe,Airbus A320
EDDB,Zurich,2024-11-03 20:20Z,2024-11-03 21:55Z,1,S01,B1,U2 5188,easyJet,Airbus A320
EDDB,Rome,2024-11-03 19:45Z,2024-11-03 21:55Z,1,A35,A1,EC 5080,EasyJet Europe,Airbus A320
EDDB,Rome,2024-11-03 19:45Z,2024-11-03 21:55Z,1,A35,A1,U2 5080,easyJet,Airbus A320
EDDB,Amsterdam,2024-11-03 20:35Z,2024-11-03 21:55Z,1,A37,A2,EC 5286,EasyJet Europe,Airbus A320
EDDB,Amsterdam,2024-11-03 20:35Z,2024-11-03 21:55Z,1,A37,A2,U2 5286,easyJet,Airbus A320
EDDB,Madrid,2024-11-03 19:05Z,2024-11-03 22:10Z,1,A31,A4,I2 1809,Iberia Express,Airbus A320
EDDB,Sharm el Sheikh,2024-11-03 16:55Z,2024-11-03 21:55Z,1,N01,B4,U2 5374,easyJet,Airbus A320
EDDB,Sharm el Sheikh,2024-11-03 16:55Z,2024-11-03 21:55Z,1,N01,B4,EC 5374,EasyJet Europe,Airbus A320
EDDB,Split,2024-11-03 20:00Z,2024-11-03 21:55Z,1,A32,A2,U2 5216,easyJet,Airbus A319
EDDB,Split,2024-11-03 20:00Z,2024-11-03 21:55Z,1,A32,A2,EC 5216,EasyJet Europe,Airbus A319
EDDB,Nice,2024-11-03 19:55Z,2024-11-03 21:55Z,1,A20,A2,EC 5146,EasyJet Europe,Airbus A320
EDDB,Nice,2024-11-03 19:55Z,2024-11-03 21:55Z,1,A20,A2,U2 5146,easyJet,Airbus A320
EDDB,Dubai,2024-11-03 14:00Z,2024-11-03 22:20Z,1,Y06,B4,EW 1151,Eurowings,Airbus A320 NEO
EDDB,Madrid,2024-11-03 19:05Z,2024-11-03 22:10Z,1,A32,A4,IB 1809,Iberia,Airbus A320
LKPR,Warsaw,2024-11-03 14:55Z,2024-11-03 16:15Z,2,,21,LO 521,LOT - Polish,Embraer 175
LKPR,Unknown,,2024-11-03 16:30Z,,,,NJE 347A,NetJets Europe,Embraer Phenom 300
LKPR,Rome,2024-11-03 14:50Z,2024-11-03 16:40Z,2,,21,EW 4243,Eurowings,Airbus A320
LKPR,Amsterdam,2024-11-03 15:15Z,2024-11-03 16:40Z,2,,24,KL 1357,KLM,Embraer 190
LKPR,Madrid,2024-11-03 12:55Z,2024-11-03 15:45Z,2,,23,QS 1057,SmartWings,Boeing 737-800
LKPR,Madrid,2024-11-03 12:55Z,2024-11-03 15:45Z,2,,23,OK 701,CSA,Boeing 737-800
LKPR,Leeds,2024-11-03 15:00Z,2024-11-03 17:15Z,1,,12,LS 203,Jet2,Boeing 737-300
LKPR,Frankfurt-am-Main,2024-11-03 16:00Z,2024-11-03 17:05Z,2,,24,LH 1400,Lufthansa,Airbus A320
LKPR,Brussels,2024-11-03 15:30Z,2024-11-03 16:55Z,2,,22,UA 9931,United,Airbus A320 NEO
LKPR,Brussels,2024-11-03 15:30Z,2024-11-03 16:55Z,2,,22,HU 8601,Hainan,Airbus A320 NEO
LKPR,Brussels,2024-11-03 15:30Z,2024-11-03 16:55Z,2,,22,SN 2811,Brussels,Airbus A320 NEO
LKPR,Braunschweig (BWE),,2024-11-03 17:10Z,3,,,PWF 81,Private Wings,Beechcraft 1900D
LKPR,Unknown,,2024-11-03 17:06Z,,,,OKEMD,OKEMD,
LKPR,Istanbul,,2024-11-03 17:35Z,1,,11,TK 1769,Turkish,Airbus A330-300
LKPR,Seville,2024-11-03 13:35Z,2024-11-03 16:55Z,2,,21,FR 8654,Ryanair,Boeing 737-800
LKPR,London,2024-11-03 15:05Z,2024-11-03 17:10Z,1,,13,BA 856,British,Airbus A319
LKPR,Heraklion,2024-11-03 14:35Z,2024-11-03 17:30Z,2,,22,QS 1105,SmartWings,Boeing 737-900
LKPR,Dublin,2024-11-03 14:50Z,2024-11-03 17:10Z,1,,14,FR 7326,Ryanair,Boeing 737-800
LKPR,Antalya,2024-11-03 14:35Z,2024-11-03 17:50Z,1,,12,QS 1197,SmartWings,Boeing 737-900
LKPR,Edinburgh,2024-11-03 15:40Z,2024-11-03 18:05Z,1,,11,LS 3923,Jet2,Boeing 737-800
LKPR,Warsaw,2024-11-03 16:35Z,2024-11-03 17:55Z,2,,21,LO 525,LOT - Polish,Embraer 190
LKPR,Nantes,2024-11-03 15:55Z,2024-11-03 18:00Z,2,,23,V7 2206,Volotea,Airbus A319
LKPR,Tel Aviv Yafo,,2024-11-03 17:55Z,1,,13,BZ 462,Blue Bird Airways,Boeing 737-800
LKPR,Lisbon,2024-11-03 14:00Z,2024-11-03 17:25Z,2,,22,TP 1242,TAP Air Portugal,Airbus A320 NEO
LKPR,Bilbao,2024-11-03 15:35Z,2024-11-03 18:05Z,2,,21,VY 3296,Vueling,Airbus A320
LKPR,Bilbao,2024-11-03 15:35Z,2024-11-03 18:05Z,2,,21,IB 5843,Iberia,Airbus A320
LKPR,Helsinki,2024-11-03 15:35Z,2024-11-03 17:50Z,2,,24,AY 1223,Finnair,Embraer 190
LKPR,Helsinki,2024-11-03 15:35Z,2024-11-03 17:50Z,2,,24,JU 7914,Air Serbia,Embraer 190
LKPR,Helsinki,2024-11-03 15:35Z,2024-11-03 17:50Z,2,,24,AA 9021,American,Embraer 190
LKPR,Helsinki,2024-11-03 15:35Z,2024-11-03 17:50Z,2,,24,BA 6095,British,Embraer 190
LKPR,Helsinki,2024-11-03 15:35Z,2024-11-03 17:50Z,2,,24,JL 6835,Japan Airlines,Embraer 190
LKPR,Zurich,2024-11-03 16:50Z,2024-11-03 18:10Z,2,,24,TP 8458,TAP Air Portugal,Airbus A220-100
LKPR,Zurich,2024-11-03 16:50Z,2024-11-03 18:10Z,2,,24,LX 1498,SWISS,Airbus A220-100
LKPR,Amsterdam,2024-11-03 17:00Z,2024-11-03 18:25Z,2,,24,KL 1359,KLM,Embraer 175
LKPR,London,2024-11-03 16:20Z,2024-11-03 18:10Z,1,,14,FR 2013,Ryanair,Boeing 737-800
LKPR,London,2024-11-03 16:45Z,2024-11-03 18:50Z,1,,13,BA 860,British,Airbus A319
LKPR,Manchester,2024-11-03 16:30Z,2024-11-03 18:40Z,1,,12,LS 887,Jet2,Boeing 737-800
LKPR,Stockholm,2024-11-03 16:40Z,2024-11-03 18:35Z,2,,23,EW 4237,Eurowings,Airbus A320
LKPR,Paris,2024-11-03 16:20Z,2024-11-03 18:10Z,2,,22,IB 5655,Iberia,Airbus A320
LKPR,Paris,2024-11-03 16:20Z,2024-11-03 18:10Z,2,,22,VY 8948,Vueling,Airbus A320
LKPR,Glasgow,2024-11-03 16:20Z,2024-11-03 18:50Z,1,,14,LS 153,Jet2,Boeing 737-800
LKPR,London,2024-11-03 17:10Z,2024-11-03 19:10Z,1,,13,U2 2635,easyJet,Airbus A320
LKPR,Düsseldorf,2024-11-03 17:30Z,2024-11-03 18:50Z,2,,24,EW 9772,Eurowings,Airbus A320
LKPR,Lyon,2024-11-03 17:20Z,2024-11-03 19:05Z,2,,23,U2 4491,easyJet,Airbus A320
LKPR,Lyon,2024-11-03 17:20Z,2024-11-03 19:05Z,2,,23,EC 4491,EasyJet Europe,
LKPR,Belgrade,2024-11-03 16:40Z,2024-11-03 18:50Z,1,,13,JU 174,Air Serbia,ATR 72
LKPR,Belgrade,2024-11-03 16:40Z,2024-11-03 18:50Z,1,,13,FB 1891,Bulgaria Air,ATR 72
LKPR,Belgrade,2024-11-03 16:40Z,2024-11-03 18:50Z,1,,13,AY 2523,Finnair,ATR 72
LKPR,Belgrade,2024-11-03 16:40Z,2024-11-03 18:50Z,1,,13,JA 174,JetSMART,ATR 72
LKPR,İzmir,2024-11-03 16:00Z,2024-11-03 18:50Z,1,,11,XQ 824,Sun Express,Boeing 737-800
LKPR,Barcelona,2024-11-03 16:35Z,2024-11-03 19:00Z,2,,21,VY 8654,Vueling,Airbus A320
LKPR,Barcelona,2024-11-03 16:35Z,2024-11-03 19:00Z,2,,21,VY 8654,Vueling,Airbus A320
LKPR,Barcelona,2024-11-03 16:35Z,2024-11-03 19:00Z,2,,21,IB 5713,Iberia,Airbus A320
LKPR,Barcelona,2024-11-03 16:35Z,2024-11-03 19:00Z,2,,21,IB 5713,Iberia,Airbus A320
LKPR,Paris,2024-11-03 17:25Z,2024-11-03 19:10Z,2,,22,TO 4398,Transavia France,Airbus A320 NEO
LKPR,Amsterdam,2024-11-03 17:40Z,2024-11-03 19:10Z,2,,22,U2 7929,easyJet,Airbus A319
LKPR,Amsterdam,2024-11-03 17:40Z,2024-11-03 19:10Z,2,,22,EC 7929,EasyJet Europe,Airbus A320 NEO
LKPR,Barcelona,2024-11-03 16:15Z,2024-11-03 18:45Z,2,,21,FR 3039,Ryanair,Boeing 737-800
LKPR,London,2024-11-03 17:35Z,2024-11-03 19:30Z,1,,12,U2 8783,easyJet,Airbus A320
LKPR,Manchester,2024-11-03 17:30Z,2024-11-03 19:30Z,1,,11,U2 2231,easyJet,Airbus A320
LKPR,Treviso,2024-11-03 18:20Z,2024-11-03 19:45Z,2,,21,FR 1531,Ryanair,Boeing 737-800
LKPR,Bari,2024-11-03 17:50Z,2024-11-03 19:50Z,2,,22,FR 3974,Ryanair,Boeing 737-800
LKPR,Tel Aviv Yafo,2024-11-03 14:55Z,2024-11-03 19:30Z,1,,12,IZ 281,Arkia Israeli,Airbus A320
LKPR,Tel Aviv Yafo,2024-11-03 15:45Z,2024-11-03 19:55Z,1,,13,LY 2523,El Al,Boeing 737
LKPR,Edinburgh,2024-11-03 17:45Z,2024-11-03 19:55Z,1,,14,U2 3325,easyJet,Airbus A320
LKPR,Barcelona,2024-11-03 17:25Z,2024-11-03 20:00Z,2,,23,EW 4215,Eurowings,Airbus A320
LKPR,London,2024-11-03 18:10Z,2024-11-03 20:10Z,1,,12,W9 2604,Wizz Air UK,Airbus A320
LKPR,Manchester,2024-11-03 18:10Z,2024-11-03 20:10Z,1,,12,FR 6842,Ryanair,Boeing 737-800
LKPR,Dubai,2024-11-03 13:10Z,2024-11-03 20:10Z,1,,11,EK 2238,Emirates,Boeing 737
LKPR,Dubai,2024-11-03 13:10Z,2024-11-03 20:10Z,1,,11,FZ 1781,flydubai,Boeing 737
LKPR,Milan,2024-11-03 18:45Z,2024-11-03 20:15Z,2,,22,U2 3905,easyJet,Airbus A320
LKPR,Milan,2024-11-03 18:45Z,2024-11-03 20:15Z,2,,22,EC 3905,EasyJet Europe,Airbus A320
LKPR,Fuerteventura Island,2024-11-03 14:50Z,2024-11-03 20:40Z,2,,22,QS 2057,SmartWings,Boeing 737-800
LKPR,Frankfurt-am-Main,2024-11-03 19:40Z,2024-11-03 20:45Z,2,,24,LH 1402,Lufthansa,Airbus A320
LKPR,Bristol,2024-11-03 18:50Z,2024-11-03 20:55Z,1,,13,U2 2935,easyJet,Airbus A320
LKPR,Fuerteventura Island,2024-11-03 16:20Z,2024-11-03 21:00Z,2,,22,QS 1211,SmartWings,Boeing 737-800
LKPR,Fuerteventura Island,2024-11-03 16:20Z,2024-11-03 21:00Z,2,,22,EW 3021,Eurowings,Boeing 737-800
LKPR,Paris,2024-11-03 19:15Z,2024-11-03 21:00Z,2,,23,QS 1037,SmartWings,Airbus A320
LKPR,Brussels,2024-11-03 19:45Z,2024-11-03 21:10Z,2,,24,SN 2815,Brussels,Airbus A320
